ra,ano,fase,turma,nome,idade,genero,ano_ingresso,instituicao,pedra,inde,iaa,ieg,ips,ipp,ida,nota_matematica,nota_portugues,nota_ingles,indicado_bolsa,atingiu_pv,ipv,ian,fase_ideal,defasagem,fase_num,fase_ideal_num,pedra_padrao,instituicao_padrao,iaa_original,ipv_original,defasagem_original,defasagem_calculada,genero_inconsistente,ano_ingresso_inconsistente,idade_inconsistente
RA-1210,2024,6L,6L,Aluno-1210,17,Feminino,2023,Pública,Topázio,8.2302,9.585,10.0,7.51,7.875,5.5,5.0,6.5,5.0,,,8.166,10.0,Fase 6 (2° EM),0,6,6,Topázio,Pública,9.585,8.166,0,0,False,False,False
RA-175,2024,6L,6L,Aluno-175,17,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.024136842133334,10.0,9.473684210666667,6.26,7.5,8.5,9.5,6.5,9.5,,,7.766,5.0,Fase 7 (3° EM),-1,6,7,Topázio,Privada - Programa de Apadrinhamento,10.002,7.766,-1,-1,False,True,False
RA-80,2024,7A,7A,Aluno-80,18,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.131659175733333,8.751,7.8961292116666675,8.13,8.75,7.0,5.0,6.0,10.0,,,7.946666667,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,8.751,7.946666667,0,0,False,True,False
RA-40,2024,7A,7A,Aluno-40,18,Feminino,2021,Privada - Programa de Apadrinhamento,Ametista,7.098051462066667,7.083,7.211257310000001,8.13,8.125,5.333333333333333,3.5,6.0,6.5,,,6.276666667,10.0,Fase 7 (3° EM),0,7,7,Ametista,Privada - Programa de Apadrinhamento,7.083,6.276666667,0,0,False,True,False
RA-1214,2024,7A,7A,Aluno-1214,17,Masculino,2023,Pública,Topázio,8.5902971362,10.0,9.081527348,8.13,8.28125,8.0,8.0,6.0,10.0,,,7.663333333,10.0,Fase 7 (3° EM),0,7,7,Topázio,Pública,10.002,7.663333333,0,0,False,False,False
RA-92,2024,7A,7A,Aluno-92,18,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.052279017,10.0,8.769145085,7.51,7.8125,7.5,8.0,5.0,9.5,,,6.33,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,10.002,6.33,0,0,False,True,False
RA-45,2024,7A,7A,Aluno-45,17,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.743476190400001,7.5,9.619047619,9.38,8.75,8.0,7.5,7.0,9.5,,,8.283333333,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,7.5,8.283333333,0,0,False,True,False
RA-56,2024,7A,7A,Aluno-56,17,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,9.077020175400001,10.0,9.265350877333333,10.0,8.4375,7.666666666666667,8.0,6.0,9.0,,,9.233333333,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,10.002,9.233333333,0,0,False,True,False
RA-57,2024,7A,7A,Aluno-57,18,Masculino,2021,Privada - Programa de Apadrinhamento,Ametista,7.4193804301999995,9.585,6.010860484333333,6.88,8.59375,6.166666666666667,6.0,6.5,6.0,,,7.39,10.0,Fase 7 (3° EM),0,7,7,Ametista,Privada - Programa de Apadrinhamento,9.585,7.39,0,0,False,True,False
RA-58,2024,7A,7A,Aluno-58,17,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,8.7713289474,9.585,9.824561403666666,7.51,9.0625,7.333333333333333,8.0,6.5,7.5,,,8.62,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,9.585,8.62,0,0,False,True,False
RA-78,2024,7A,7A,Aluno-78,19,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.1780308688,8.751,8.028404344,8.755,8.4375,7.5,6.5,6.0,10.0,,,7.39,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,8.751,7.39,0,0,True,True,False
RA-87,2024,7A,7A,Aluno-87,17,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,9.437924561333332,8.751,9.649122807,9.375,9.375,9.166666666666666,10.0,7.5,10.0,,,9.623333333,10.0,Fase 6 (2° EM),1,7,6,Topázio,Privada - Programa de Apadrinhamento,8.751,9.623333333,1,1,False,False,False
RA-64,2024,7A,7A,Aluno-64,18,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.743607059266667,10.0,8.980785296666667,8.135,8.4375,8.166666666666666,8.0,6.5,10.0,,,8.283333333,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,10.002,8.283333333,0,0,True,True,False
RA-48,2024,7A,7A,Aluno-48,17,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.402390371800001,7.917,8.339076859,9.375,8.59375,7.5,6.5,6.0,10.0,,,8.23,10.0,Fase 7 (3° EM),0,7,7,Topázio,Privada - Programa de Apadrinhamento,7.917,8.23,0,0,False,True,False
RA-1230,2024,7E,7E,Aluno-1230,17,Feminino,2021,Privada - Programa de Apadrinhamento,Quartzo,4.7612000000000005,7.917,0.0,7.195,7.5,0.0,0.0,0.0,0.0,,,7.5,10.0,Fase 7 (3° EM),0,7,7,Quartzo,Privada - Programa de Apadrinhamento,7.917,7.5,0,0,False,False,False
RA-90,2024,7E,7E,Aluno-90,15,Feminino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.352033333333335,10.0,9.0,6.885,7.5,8.066666666666666,7.7,8.3,8.2,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada *Parcerias com Bolsa 100%,10.002,7.5,2,2,False,True,False
RA-269,2024,7E,7E,Aluno-269,15,Masculino,2022,Privada *Parcerias com Bolsa 100%,Topázio,8.4773,9.168,9.6,7.505,7.5,8.200000000000001,8.1,8.6,7.9,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada *Parcerias com Bolsa 100%,9.168,7.5,2,2,False,False,False
RA-270,2024,7E,7E,Aluno-270,15,Feminino,2021,Privada - Programa de Apadrinhamento,Quartzo,4.79255,9.168,0.0,6.2575,7.5,0.0,0.0,0.0,0.0,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Quartzo,Privada - Programa de Apadrinhamento,9.168,7.5,2,2,False,True,False
RA-76,2024,7E,7E,Aluno-76,16,Feminino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.152033333333334,10.0,9.0,6.885,7.5,7.066666666666666,7.3,7.8,6.1,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada *Parcerias com Bolsa 100%,10.002,7.5,2,2,False,True,False
RA-153,2024,7E,7E,Aluno-153,16,Feminino,2021,Privada - Programa de Apadrinhamento,Quartzo,4.78185,8.751,0.0,6.5675,7.5,0.0,0.0,0.0,0.0,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Quartzo,Privada - Programa de Apadrinhamento,8.751,7.5,2,2,False,True,False
RA-1226,2024,7E,7E,Aluno-1226,17,Feminino,2021,Privada *Parcerias com Bolsa 100%,Ametista,7.785233333333334,8.334,9.0,6.885,7.5,6.066666666666666,6.0,6.2,6.0,,,7.5,10.0,Fase 7 (3° EM),0,7,7,Ametista,Privada *Parcerias com Bolsa 100%,8.334,7.5,0,0,False,True,False
RA-93,2024,7E,7E,Aluno-93,17,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.275550000066668,9.168,9.931666667,6.2575,7.5,7.483333333333333,6.75,7.2,8.5,,,7.5,10.0,Fase 6 (2° EM),1,7,6,Topázio,Privada - Programa de Apadrinhamento,9.168,7.5,1,1,False,True,False
RA-119,2024,7E,7E,Aluno-119,16,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.085299999933333,7.083,9.983333333,6.57,7.5,7.366666666666667,6.05,7.5,8.55,,,7.5,10.0,Fase 6 (2° EM),1,7,6,Topázio,Privada - Programa de Apadrinhamento,7.083,7.5,1,1,False,True,False
RA-241,2024,7E,7E,Aluno-241,16,Masculino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.311616666733334,10.0,9.891666667,7.1975,7.5,6.816666666666667,6.15,7.2,7.1,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada *Parcerias com Bolsa 100%,10.002,7.5,2,2,False,True,False
RA-242,2024,7E,7E,Aluno-242,15,Masculino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.2887,9.585,9.621,6.26,7.5,7.650000000000001,8.05,8.05,6.85,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada *Parcerias com Bolsa 100%,9.585,7.5,2,2,False,True,False
RA-52,2024,7E,7E,Aluno-52,15,Masculino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.144466666733333,8.751,9.437666667,6.885,7.5,7.216666666666666,6.8,8.85,6.0,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada *Parcerias com Bolsa 100%,8.751,7.5,2,2,False,True,False
RA-1227,2024,7E,7E,Aluno-1227,17,Feminino,2021,Privada - Programa de Apadrinhamento,Quartzo,4.8446,8.751,0.0,7.195,7.5,0.0,0.0,0.0,0.0,,,7.5,10.0,Fase 7 (3° EM),0,7,7,Quartzo,Privada - Programa de Apadrinhamento,8.751,7.5,0,0,False,True,False
RA-245,2024,7E,7E,Aluno-245,16,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,8.452633333266668,9.168,9.953333333,6.885,7.5,8.033333333333333,8.4,7.6,8.1,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada - Programa de Apadrinhamento,9.168,7.5,2,2,False,True,False
RA-246,2024,7E,7E,Aluno-246,15,Masculino,2022,Privada *Parcerias com Bolsa 100%,Quartzo,4.7404,8.334,0.0,6.57,7.5,0.0,0.0,0.0,0.0,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Quartzo,Privada *Parcerias com Bolsa 100%,8.334,7.5,2,2,False,False,False
RA-1228,2024,7E,7E,Aluno-1228,18,Feminino,2021,Privada - Programa de Apadrinhamento,Quartzo,4.8761,8.751,0.0,7.51,7.5,0.0,0.0,0.0,0.0,,,7.5,10.0,Fase 7 (3° EM),0,7,7,Quartzo,Privada - Programa de Apadrinhamento,8.751,7.5,0,0,False,True,False
RA-1229,2024,7E,7E,Aluno-1229,17,Feminino,2021,Privada - Programa de Apadrinhamento,Quartzo,4.8238,9.168,0.0,6.57,7.5,0.0,0.0,0.0,0.0,,,7.5,10.0,Fase 7 (3° EM),0,7,7,Quartzo,Privada - Programa de Apadrinhamento,9.168,7.5,0,0,False,True,False
RA-98,2024,7E,7E,Aluno-98,16,Feminino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.617450000000002,9.585,9.546,7.1975,7.5,8.9,9.2,8.9,8.6,,,7.5,10.0,Fase 6 (2° EM),1,7,6,Topázio,Privada *Parcerias com Bolsa 100%,9.585,7.5,1,1,False,True,False
RA-277,2024,7E,7E,Aluno-277,16,Masculino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.0689833334,8.334,9.741666667,6.5725,7.5,6.8999999999999995,6.5,8.15,6.05,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Topázio,Privada *Parcerias com Bolsa 100%,8.334,7.5,2,2,False,False,False
RA-172,2024,7E,7E,Aluno-172,16,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.128766666666667,8.751,9.8,6.57,7.5,6.933333333333334,6.7,7.7,6.4,,,7.5,10.0,Fase 6 (2° EM),1,7,6,Topázio,Privada - Programa de Apadrinhamento,8.751,7.5,1,1,False,True,False
RA-291,2024,7E,7E,Aluno-291,15,Masculino,2022,Privada - Programa de Apadrinhamento,Ametista,7.9319666667333335,8.751,9.737666667,6.26,7.5,6.166666666666667,6.0,6.5,6.0,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Ametista,Privada - Programa de Apadrinhamento,8.751,7.5,2,2,False,False,False
RA-86,2024,7E,7E,Aluno-86,18,Masculino,2021,Privada *Parcerias com Bolsa 100%,Ametista,7.611233333266666,6.667,9.704333333,6.57,7.5,5.483333333333333,6.35,6.3,3.8,,,7.5,10.0,Fase 7 (3° EM),0,7,7,Ametista,Privada *Parcerias com Bolsa 100%,6.667,7.5,0,0,False,True,False
RA-143,2024,7E,7E,Aluno-143,15,Masculino,2021,Privada - Programa de Apadrinhamento,Ametista,7.449366666666667,10.0,9.92,6.885,7.5,2.6333333333333333,0.0,0.0,7.9,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Ametista,Privada - Programa de Apadrinhamento,10.002,7.5,2,2,False,True,False
RA-166,2024,7E,7E,Aluno-166,16,Masculino,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.243183333333334,8.334,9.246,6.5725,7.5,8.266666666666667,8.2,7.8,8.8,,,7.5,10.0,Fase 6 (2° EM),1,7,6,Topázio,Privada *Parcerias com Bolsa 100%,8.334,7.5,1,1,False,True,False
RA-191,2024,7E,7E,Aluno-191,15,Masculino,2021,Privada *Parcerias com Bolsa 100%,Ametista,7.7887,7.5,9.571,5.945,7.5,6.3999999999999995,6.0,6.9,6.3,,,7.5,10.0,Fase 5 (1° EM),2,7,5,Ametista,Privada *Parcerias com Bolsa 100%,7.5,7.5,2,2,False,True,False
RA-1236,2024,8A,8A,Aluno-1236,22,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1234,2024,8A,8A,Aluno-1234,21,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1633,2024,8B,8B,Aluno-1633,21,Masculino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1248,2024,8B,8B,Aluno-1248,21,Masculino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1246,2024,8B,8B,Aluno-1246,21,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1245,2024,8B,8B,Aluno-1245,21,Masculino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1244,2024,8B,8B,Aluno-1244,21,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1634,2024,8B,8B,Aluno-1634,21,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1242,2024,8B,8B,Aluno-1242,20,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1250,2024,8B,8B,Aluno-1250,21,Masculino,2021,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-1241,2024,8B,8B,Aluno-1241,21,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1240,2024,8B,8B,Aluno-1240,21,Masculino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1249,2024,8B,8B,Aluno-1249,27,Masculino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1239,2024,8B,8B,Aluno-1239,21,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-1251,2024,8B,8B,Aluno-1251,21,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1264,2024,8D,8D,Aluno-1264,21,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1263,2024,8D,8D,Aluno-1263,21,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-1262,2024,8D,8D,Aluno-1262,20,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1261,2024,8D,8D,Aluno-1261,20,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1259,2024,8D,8D,Aluno-1259,20,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1257,2024,8D,8D,Aluno-1257,19,Masculino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1256,2024,8D,8D,Aluno-1256,19,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1265,2024,8D,8D,Aluno-1265,21,Masculino,2022,Pública,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Pública,,,0,0,False,False,False
RA-1255,2024,8D,8D,Aluno-1255,20,Masculino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-13,2024,8D,8D,Aluno-13,19,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-1253,2024,8D,8D,Aluno-1253,24,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1635,2024,8D,8D,Aluno-1635,20,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-1273,2024,8E,8E,Aluno-1273,18,Feminino,2023,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-14,2024,8E,8E,Aluno-14,22,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-1271,2024,8E,8E,Aluno-1271,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-1,2024,8E,8E,Aluno-1,21,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-1270,2024,8E,8E,Aluno-1270,20,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-1274,2024,8E,8E,Aluno-1274,19,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-23,2024,8E,8E,Aluno-23,19,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-2,2024,8E,8E,Aluno-2,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-25,2024,8E,8E,Aluno-25,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-1272,2024,8E,8E,Aluno-1272,20,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-6,2024,8E,8E,Aluno-6,20,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-29,2024,8E,8E,Aluno-29,19,Masculino,2022,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-17,2024,8E,8E,Aluno-17,22,Masculino,2022,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-7,2024,8E,8E,Aluno-7,20,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-31,2024,8E,8E,Aluno-31,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-1269,2024,8E,8E,Aluno-1269,19,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-12,2024,8E,8E,Aluno-12,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-35,2024,8E,8E,Aluno-35,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-1636,2024,8E,8E,Aluno-1636,20,Feminino,2021,Privada,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada,,,0,0,False,False,False
RA-88,2024,8E,8E,Aluno-88,19,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-36,2024,8E,8E,Aluno-36,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-21,2024,8E,8E,Aluno-21,20,Masculino,2022,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-49,2024,8E,8E,Aluno-49,19,Feminino,2022,Privada - Pagamento por *Empresa Parceira,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Pagamento por *Empresa Parceira,,,0,0,False,False,False
RA-1225,2024,8F,8F,Aluno-1225,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-1221,2024,8F,8F,Aluno-1221,23,Feminino,2023,Concluiu o 3º EM,,,,0.0,,,8.0,7.0,7.0,10.0,,,,10.0,Fase 8 (Universitários),0,8,8,,Concluiu o 3º EM,,,0,0,False,False,False
RA-26,2024,8F,8F,Aluno-26,19,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-27,2024,8F,8F,Aluno-27,18,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-155,2024,8F,8F,Aluno-155,18,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-96,2024,8F,8F,Aluno-96,18,Masculino,2021,Concluiu o 3º EM,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Concluiu o 3º EM,,,0,0,False,False,False
RA-59,2024,8F,8F,Aluno-59,19,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-1216,2024,8F,8F,Aluno-1216,20,Feminino,2023,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-19,2024,8F,8F,Aluno-19,20,Feminino,2022,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,False,False
RA-62,2024,8F,8F,Aluno-62,18,Feminino,2022,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,True,False,False
RA-173,2024,8F,8F,Aluno-173,18,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-38,2024,8F,8F,Aluno-38,18,Feminino,2021,Privada - Programa de Apadrinhamento,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada - Programa de Apadrinhamento,,,0,0,False,True,False
RA-1224,2024,8F,8F,Aluno-1224,21,Masculino,2023,Concluiu o 3º EM,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Concluiu o 3º EM,,,0,0,False,False,False
RA-39,2024,8F,8F,Aluno-39,18,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),0,8,8,,Privada *Parcerias com Bolsa 100%,,,0,0,False,True,False
RA-1637,2024,9,9,Aluno-1637,23,Masculino,2021,Privada,INCLUIR,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),1,9,8,,Privada,,,1,1,False,False,False
RA-1638,2024,9,9,Aluno-1638,22,Feminino,2021,Bolsista Universitário *Formado (a),INCLUIR,,,0.0,,,,,,,,,,10.0,Fase 8 (Universitários),1,9,8,,Bolsista Universitário *Formado (a),,,1,1,False,False,False
